Endereços,Descrições,Metros Quadrados,Quartos,Banheiros,Vagas,Atributos,Preços
"Centro, Uberlândia - MG"," Sala/Conjunto    para Aluguel, 60",  60,,  1,  --,"['Aceita animais', 'Área de serviço', 'Escritório', 'Cozinha', 'Segurança 24h', '...']",   R$ 890 /Mês 
"Santa Rosa, Uberlândia - MG"," Sala/Conjunto    para Aluguel, 100",  100,,  1,  4,"['Elevador', 'Varanda', 'Aceita animais', 'Garagem', 'Escritório', '...']",   R$ 2.000 /Mês 
"Rua Barão de Itaipu, 127 - Andaraí, Rio de Janeiro - RJ"," Apartamento com 2 Quartos para Aluguel, 89",  89,  2,  2,  4,"['Elevador', 'Varanda', 'Academia', 'Área de serviço', 'Playground', '...']",   R$ 2.300 /Mês 
"Rua José Leite, 911 - Caji, Lauro de Freitas - BA"," Apartamento com 3 Quartos para Aluguel, 59",  59,  3,  1,  1,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Jardim', 'Salão de festas', '...']",   R$ 1.490 /Mês 
"Granada, Uberlândia - MG"," Ponto comercial/Loja/Box    para Aluguel, 88",  88,,  1,  2,"['Garagem', 'Cozinha', 'Área de serviço']",   R$ 2.500 /Mês 
"Rua Newton Stilac Leal, 241 - Jardim Botânico, Ribeirão Preto - SP"," Apartamento com 2 Quartos para Aluguel, 87",  87,  2,  3,  2,"['Mobiliado', 'Varanda', 'Área de serviço', 'Varanda gourmet', 'Salão de festas', '...']",   R$ 2.300 /Mês  Preço abaixo do mercado  
"Rua Martins Heredia - Vila Albertina, São Paulo - SP"," Sala/Conjunto    para Aluguel, 40",  40,,  1,  --,,   R$ 1.200 /Mês 
"Granada, Uberlândia - MG"," Ponto comercial/Loja/Box    para Aluguel, 88",  88,,  1,  2,"['Garagem', 'Cozinha', 'Área de serviço']",   R$ 2.500 /Mês 
"Rua Lourenço Barreto, 70 - Pita, São Gonçalo - RJ"," Apartamento com 2 Quartos para Aluguel, 30",  30,  2,  1,  --,['Cozinha'],   R$ 650 /Mês 
"Rua Veador Porto, 530 - Santana, Porto Alegre - RS"," Apartamento com 2 Quartos para Aluguel, 55",  55,  2,  1,  2,"['Ar-condicionado', 'Área de serviço']",   R$ 1.600 /Mês 
"Rua Antônio Marques Póvoa Júnior, 1 - Vigilato Pereira, Uberlândia - MG"," Apartamento com 4 Quartos para Aluguel, 180",  180,  4,  2,  3,,   R$ 3.800 /Mês 
"Picanço, Guarulhos - SP"," Apartamento com 2 Quartos para Aluguel, 58",  58,  2,  2,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Varanda', '...']",   R$ 2.200 /Mês 
"Avenida Indaiá, 1 - Planalto, Uberlândia - MG"," Sala/Conjunto    para Aluguel, 150",  150,,  --,  --,,   R$ 3.250 /Mês 
"Rua Osaka - Jardim Japão, São Paulo - SP"," Ponto comercial/Loja/Box    para Aluguel, 175",  175,,  2,  --,['Cozinha'],   R$ 3.800 /Mês 
"Rua Rubens Metello - Ibiapaba, Barbacena - MG"," Sala/Conjunto    para Aluguel, 30",  30,,  1,  --,"['Cozinha', 'Elevador']",   R$ 1.132 /Mês 
"Vila Alzira, Guarulhos - SP"," Apartamento com 2 Quartos para Aluguel, 40",  40,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Academia', 'Aceita animais', '...']",   R$ 1.490 /Mês 
"Avenida Engenheiro Soares de Camargo, 502 - Cidade Patriarca, São Paulo - SP"," Ponto comercial/Loja/Box    para Aluguel, 50",  50,,  2,  2,,   R$ 1.500 /Mês 
"Rua Marambaia - Irajá, Rio de Janeiro - RJ"," Kitnet/Conjugado com  Quarto para Aluguel, 25",  25,  1,  1,  --,"['Cozinha', 'Área de serviço']",   R$ 750 /Mês 
"Rua Manuel da Nóbrega, 1 - Paraíso, São Paulo - SP"," Apartamento com 3 Quartos para Aluguel, 157",  157,  3,  3,  1,"['Condomínio fechado', 'Garagem', 'Armário na cozinha', 'Interfone', 'Lavanderia', '...']",   R$ 4.900 /Mês  Preço abaixo do mercado  
"Vila Cruzeiro, São Paulo - SP"," Casa    para Aluguel, 112",  112,,  2,  2,['Varanda'],   R$ 3.500 /Mês 
"Vila Aviação, Bauru - SP"," Apartamento com 2 Quartos para Aluguel, 65",  65,  2,  2,  1,,   R$ 3.500 /Mês 
"Rua Francisco Leandro, 1759 - Lagoa Redonda, Fortaleza - CE"," Apartamento com 2 Quartos para Aluguel, 70",  70,  2,  2,  2,"['Churrasqueira', 'Cozinha', 'Interfone', 'Área de serviço']",   R$ 1.100 /Mês 
"Santa Mônica, Uberlândia - MG"," Apartamento com 3 Quartos para Aluguel, 104",  104,  3,  2,  2,,   R$ 2.500 /Mês 
"Chácaras Reunidas Canadá, Santa Isabel - SP"," Fazenda/Sítio/Chácara com 2 Quartos para Aluguel, 1500",  1500,  2,  --,  5,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Quintal', 'Ar-condicionado', '...']",   R$ 1.430 /Mês 
"Santa Mônica, Uberlândia - MG"," Apartamento com 2 Quartos para Aluguel, 60",  60,  2,  2,  1,,   R$ 1.100 /Mês 
"Rua Presidente Roosevelt, 416 - Centro, São Leopoldo - RS"," Ponto comercial/Loja/Box    para Aluguel, 52",  52,,  1,  --,,   R$ 1.700 /Mês 
"Avenida Moinho Fabrini, 339 - Independência, São Bernardo do Campo - SP"," Apartamento com 2 Quartos à Venda/Aluguel 81",  81,  2,  2,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Academia', '...']",   R$ 3.700 /Mês 
"Rua Sinfonia Popular - Jardim Santa Francisca Cabrini, São Paulo - SP"," Apartamento com  Quarto para Aluguel, 55",  55,  1,  1,  1,,   R$ 1.650 /Mês 
"Avenida Quinze de Novembro, 413 - Centro, Ferraz de Vasconcelos - SP"," Sala/Conjunto    para Aluguel, 54",  54,,  1,  --,,   R$ 1.500 /Mês 
"Rua Apinajés, 445 - Perdizes, São Paulo - SP"," Apartamento com 2 Quartos para Aluguel, 112",  112,  2,  3,  2,"['Elevador', 'Aceita animais', 'Ar-condicionado', 'Área de serviço', 'Portaria 24h', '...']",   R$ 5.500 /Mês 
"Gleba Fazenda Palhano, Londrina - PR"," Apartamento com 3 Quartos para Aluguel, 81",  81,  3,  2,  1,"['Churrasqueira', 'Salão de jogos', 'Salão de festas', 'Armário embutido']",   R$ 2.900 /Mês 
"Vila Diniz, São José do Rio Preto - SP"," Casa com 3 Quartos para Aluguel, 100",  100,  3,  1,  1,['Área de serviço'],   R$ 980 /Mês 
"Rua Vera Paranaguá de Souza Dantas, 342 - Jardim Arpoador Zona Oeste, São Paulo - SP"," Casa com  Quarto para Aluguel, 50",  50,  1,  1,  1,"['Entrada lateral', 'Ronda/Vigilância', 'Área de serviço', 'Piso frio', 'Aceita animais']",   R$ 1.300 /Mês 
"Rua Maria Otília - Vila Regente Feijó, São Paulo - SP"," Apartamento com  Quarto para Aluguel, 43",  43,  1,  1,  1,"['Piscina', 'Mobiliado', 'Elevador', 'Academia', 'Portaria 24h', '...']",   R$ 3.600 /Mês 
"Rua Ibia - Turiaçu, Rio de Janeiro - RJ"," Apartamento com 2 Quartos para Aluguel, 62",  62,  2,  2,  1,"['Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Varanda', '...']",   R$ 850 /Mês 
"Rua Fortaleza, 340 - Alto da Glória, Goiânia - GO"," Apartamento com 2 Quartos para Aluguel, 78",  78,  2,  3,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', '...']",   R$ 4.000 /Mês 
"Rua Pedro Freitas Alves, 0 - Jamil Seme Cury, Ribeirão Preto - SP"," Casa com 2 Quartos para Aluguel, 62",  62,  2,  1,  2,"['Cozinha', 'Perto de vias de acesso', 'Área de serviço']",   R$ 1.100 /Mês 
"Avenida Agenor Couto de Magalhães, 222 - Pirituba, São Paulo - SP"," Apartamento com 2 Quartos para Aluguel, 60",  60,  2,  1,  1,,   R$ 2.500 /Mês 
"Estrada para CATRE - Emaús, Parnamirim - RN"," Apartamento com 2 Quartos para Aluguel, 44",  44,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Academia', 'Garagem', '...']",   R$ 1.300 /Mês 
"Rua da Dica, 01 - Nossa Senhora de Aparecida, Manaus - AM"," Prédio/Edifício inteiro    para Aluguel, 400",  400,,  --,  --,,   R$ 7.000 /Mês 
"Rua Luís Correia de Melo, 250 - Vila Cruzeiro, São Paulo - SP"," Apartamento com  Quarto para Aluguel, 45",  45,  1,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', '...']",   R$ 3.600 /Mês 
"Jardim do Shopping, Caxias do Sul - RS"," Apartamento com 2 Quartos para Aluguel, 85",  85,  2,  2,  2,"['Cozinha', 'Varanda']",   R$ 1.250 /Mês 
"Rua Antonio Matheus Sobrinho, 145 - Santa Claudina, Vinhedo - SP"," Apartamento com 2 Quartos para Venda/Aluguel 88",  88,  2,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Varanda', '...']",   R$ 2.170 /Mês  Preço abaixo do mercado  
"Centro, Valinhos - SP"," Sala/Conjunto com 3 Quartos para Venda/Aluguel 129",  129,  3,  4,  2,,   R$ 1.200 /Mês 
"Rua Tucuna, 283 - Perdizes, São Paulo - SP"," Imóvel comercial    para Aluguel, 250",  250,,  3,  4,"['Ar-condicionado', 'Varanda', 'Área de serviço']",   R$ 9.700 /Mês 
"Avenida Santa Catarina, 360 - Jardim Brasil, Araraquara - SP"," Casa com 3 Quartos para Aluguel, 177",  177,  3,  3,  2,"['Ar-condicionado', 'Área de serviço', 'Quintal', 'Aceita animais']",   R$ 2.000 /Mês 
"Rua das Gardênias, 7 - Ponta D'areia, São Luís - MA"," Sala/Conjunto    para Aluguel, 42",  42,,  1,  1,,   R$ 1.800 /Mês 
"Cidade Jardim Cumbica, Guarulhos - SP"," Ponto comercial/Loja/Box    para Aluguel, 60",  60,,  1,  --,,   R$ 1.950 /Mês 
"Vila Santa Cruz, São José do Rio Preto - SP"," Sala/Conjunto    para Aluguel, 40",  40,,  1,  2,,   R$ 1.700 /Mês 
"Avenida Érico Veríssimo - Menino Deus, Porto Alegre - RS"," Sala/Conjunto    para Venda/Aluguel 57",  57,,  1,  1,"['Elevador', 'Interfone']",   R$ 1.500 /Mês 
"Rua Dorvalina Batista, 103 - Nova Palhoça, Palhoça - SC"," Casa com 2 Quartos para Aluguel, 68",  68,  2,  2,  2,,   R$ 1.800 /Mês 
"Avenida Farroupilha - Marechal Rondon, Canoas - RS"," Apartamento com 3 Quartos para Venda/Aluguel 76",  76,  3,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Jardim', 'Playground', '...']",   R$ 4.000 /Mês 
"Avenida Henrique Moscoso, 1156 - Centro, Vila Velha - ES"," Sala/Conjunto    para Aluguel, 22",  22,,  --,  --,,   R$ 600 /Mês 
"Rua Tenente Rosana Ribeiro Restini, 0 - Ribeirao Verde, Ribeirão Preto - SP"," Ponto comercial/Loja/Box    para Aluguel, 40",  40,,  1,  1,['Perto de vias de acesso'],   R$ 1.750 /Mês 
"Jardim Monte Libano, Santo André - SP"," Apartamento com 2 Quartos para Aluguel, 50",  50,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Varanda', 'Área de serviço', '...']",   R$ 1.450 /Mês 
"Avenida Alterosa - Parque Turistas, Contagem - MG"," Sala/Conjunto    para Aluguel, 20",  20,,  1,  --,,   R$ 600 /Mês 
"Avenida Aldo Borges Leão, 1 - Morada Nova, Uberlândia - MG"," Sala/Conjunto    para Aluguel, 42",  42,,  1,  --,,   R$ 500 /Mês 
"Rua Santo André - Boa Vista, São Caetano do Sul - SP"," Apartamento com 2 Quartos para Aluguel, 71",  71,  2,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Varanda', '...']",   R$ 3.480 /Mês 
"Tubalina, Uberlândia - MG"," Apartamento com 3 Quartos para Aluguel, 76",  76,  3,  2,  2,"['Armário embutido', 'Academia', 'Sistema de alarme', 'Segurança 24h', 'Área de serviço']",   R$ 1.550 /Mês  Preço abaixo do mercado  
"Rua Cardeal, s/n Condomínio Residencial Athenas, 6 - Loteamento Bom Jesus, Cuiabá - MT"," Casa com 2 Quartos para Aluguel, 54",  54,  2,  2,  2,"['Churrasqueira', 'Condomínio fechado', 'Aceita animais', 'Playground', 'Varanda gourmet', '...']",   R$ 1.700 /Mês 
"Santana, Porto Alegre - RS"," Apartamento com  Quarto para Aluguel, 45",  45,  1,  1,  --,"['Elevador', 'Salão de festas', 'Ar-condicionado']",   R$ 1.345 /Mês 
"Rua Aurora, 1250 - Marechal Rondon, Canoas - RS"," Apartamento com 2 Quartos para Aluguel, 60",  60,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Academia', '...']",   R$ 2.300 /Mês 
"Rua Visconde de Inhaúma, 428 - Saúde, São Paulo - SP"," Apartamento com  Quarto para Aluguel, 40",  40,  1,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Área de serviço', '...']",   R$ 2.600 /Mês 
"Rua Sena Madureira, 80 - Vila Mariana, São Paulo - SP"," Apartamento com 2 Quartos para Aluguel, 55",  55,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Varanda', 'Ar-condicionado', 'Área de serviço', '...']",   R$ 4.200 /Mês 
"Rua Joaquim Achaval, 35 - Jardim Ipanema, São Paulo - SP"," Casa com 3 Quartos para Aluguel, 100",  100,  3,  2,  1,,   R$ 1.800 /Mês 
"Avenida Sebastião Henriques - Vila Siqueira, São Paulo - SP"," Apartamento com 3 Quartos para Aluguel, 63",  63,  3,  2,  1,"['Cozinha', 'Varanda', 'Sala de jantar', 'Armário na cozinha', 'Garagem']",   R$ 2.100 /Mês 
"Saraiva, Uberlândia - MG"," Apartamento com 2 Quartos para Aluguel, 50",  50,  2,  1,  --,,   R$ 900 /Mês 
"Avenida Anita Garibaldi, 850 - Cabral, Curitiba - PR"," Sala/Conjunto    para Aluguel, 43",  43,,  1,  1,"['Ar-condicionado', 'Elevador', 'Mobiliado', 'Escritório']",   R$ 2.300 /Mês 
"Araçagy, São José de Ribamar - MA"," Sala/Conjunto    para Aluguel, 25",  25,,  --,  --,,   R$ 1.000 /Mês 
"Vila Santos, São Paulo - SP"," Apartamento com 2 Quartos para Aluguel, 43",  43,  2,  1,  --,"['Interfone', 'Jardim']",   R$ 1.300 /Mês 
"Chácaras Reunidas Canadá, Santa Isabel - SP"," Fazenda/Sítio/Chácara com 2 Quartos para Aluguel, 1500",  1500,  2,  --,  5,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Quintal', 'Ar-condicionado', '...']",   R$ 1.430 /Mês 
"Rua Casa no Campo, 251 - Conjunto Residencial José Bonifácio, São Paulo - SP"," Apartamento com 2 Quartos para Aluguel, 46",  46,  2,  1,  1,"['Churrasqueira', 'Condomínio fechado', 'Playground', 'Salão de festas', 'Quadra poliesportiva', '...']",   R$ 1.000 /Mês 
"Rua Tolentino Filgueiras - Gonzaga, Santos - SP"," Apartamento com  Quarto para Aluguel, 52",  52,  1,  1,  1,"['Churrasqueira', 'Elevador', 'Garagem', 'Ar-condicionado', 'Playground', '...']",   R$ 4.600 /Mês 
"Estrada dos Galdinos - Centro, Cotia - SP"," Apartamento com 2 Quartos para Aluguel, 70",  70,  2,  1,  --,"['Churrasqueira', 'Condomínio fechado', 'Piscina', 'Quadra poliesportiva', 'Aceita animais']",   R$ 1.570 /Mês 
"Rua Visconde de Parnaíba, 1501 - Móoca, São Paulo - SP"," Apartamento com 2 Quartos para Aluguel, 50",  50,  2,  1,  1,"['Churrasqueira', 'Elevador', 'Condomínio fechado', 'Jardim', 'Área de serviço', '...']",   R$ 2.300 /Mês 
"Rua das Fiandeiras, 306 - Itaim Bibi, São Paulo - SP"," Sala/Conjunto    para Aluguel, 41",  41,,  2,  1,['Ar-condicionado'],   R$ 3.200 /Mês 
"Avenida Santa Catarina, 360 - Jardim Brasil, Araraquara - SP"," Casa com 3 Quartos para Aluguel, 177",  177,  3,  3,  2,"['Ar-condicionado', 'Área de serviço', 'Quintal', 'Aceita animais']",   R$ 2.000 /Mês 
"Parque Selecta, São Bernardo do Campo - SP"," Apartamento com 2 Quartos para Aluguel, 80",  80,  2,  1,  1,"['Condomínio fechado', 'Cozinha', 'Interfone', 'Varanda', 'Área de serviço']",   R$ 1.200 /Mês  Preço abaixo do mercado  
"Rua Regente Feijó, 9999 - Vila Elvira, São José do Rio Preto - SP"," Casa com 3 Quartos para Aluguel, 120",  120,  3,  2,  2,,   R$ 2.000 /Mês 
"Avenida Comercial, 6853 - Candeias Jaboatao, Jaboatão dos Guararapes - PE"," Apartamento com 3 Quartos para Aluguel, 68",  68,  3,  2,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Academia', '...']",   R$ 2.700 /Mês 
"Avenida Bento Gonçalves, 4057 - Centro, Pelotas - RS"," Casa com 2 Quartos à Venda/Aluguel 100",  100,  2,  1,  1,['Aceita animais'],   R$ 3.000 /Mês 
"Rua Américo Brasiliense, 1349 - Chácara Santo Antônio, São Paulo - SP"," Apartamento com 3 Quartos para Aluguel, 83",  83,  3,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Academia', 'Garagem', '...']",   R$ 4.500 /Mês 
"Pituba, Salvador - BA"," Apartamento com  Quarto para Aluguel, 40",  40,  1,  1,  1,"['Elevador', 'Piscina', 'Salão de festas', 'Área de serviço']",   R$ 1.964 /Mês 
"Rua Maracaí, 1 - Aclimação, São Paulo - SP"," Apartamento com  Quarto para Aluguel, 43",  43,  1,  1,  1,"['Academia', 'Piscina', 'Quadra poliesportiva', 'Salão de festas']",   R$ 2.300 /Mês 
"Jardim Nossa Senhora do Carmo, São Paulo - SP"," Casa com 3 Quartos para Venda/Aluguel 200",  200,  3,  2,  4,"['Cozinha', 'Lavanderia', 'Quintal']",   R$ 2.800 /Mês 
"Avenida General Francisco Glicério - José Menino, Santos - SP"," Apartamento com  Quarto para Venda/Aluguel 80",  80,  1,  1,  1,"['Churrasqueira', 'Elevador', 'Playground', 'Salão de festas', 'Quadra poliesportiva', '...']",   R$ 3.000 /Mês  Preço abaixo do mercado  
"Rua Zilda dos Reis Fernandes, 9999 - Parque Residencial Dignidade, São José do Rio Preto - SP"," Casa com 2 Quartos para Aluguel, 80",  80,  2,  2,  2,,   R$ 1.150 /Mês 
"Avenida João Cabral de Mello Neto, 850 - Barra da Tijuca, Rio de Janeiro - RJ"," Sala/Conjunto    para Venda/Aluguel 36",  36,,  1,  1,['Ar-condicionado'],   R$ 1.600 /Mês 
"Avenida Presidente Juscelino Kubitschek, 1545 - Vila Olímpia, São Paulo - SP"," Apartamento com  Quarto para Aluguel, 54",  54,  1,  1,  1,"['Salão de jogos', 'Salão de festas', 'Área de serviço']",   R$ 11.098 /Mês 
"Rua Doutor Miranda de Azevedo, 1059 - Pompeia, São Paulo - SP"," Apartamento com 3 Quartos para Aluguel, 110",  110,  3,  3,  2,"['Mobiliado', 'Área de serviço', 'Playground', 'Salão de festas', 'Quadra poliesportiva', '...']",   R$ 5.495 /Mês 
"Avenida Atlântica, 2554 - Frente Mar Centro, Balneário Camboriú - SC"," Apartamento com 4 Quartos para Aluguel, 210",  210,  4,  3,  1,"['Mobiliado', 'Elevador', 'Aceita animais', 'Ar-condicionado', 'Portaria 24h', '...']",   R$ 2.000 /Dia 
"Rua Penedo - Jardim Veneza, São José dos Campos - SP"," Apartamento com 2 Quartos para Aluguel, 70",  70,  2,  2,  2,,   R$ 2.800 /Mês 
"Rua Faustolo - Lapa, São Paulo - SP"," Apartamento com 3 Quartos para Aluguel, 84",  84,  3,  2,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Academia', '...']",   R$ 5.450 /Mês 
"Avenida André Terra, 471 - Unamar, Cabo Frio - RJ"," Casa com 2 Quartos para Aluguel, 90",  90,  2,  1,  2,"['Piscina para adulto', 'Piscina privativa', 'Aceita animais']",   R$ 1.400 /Mês 
"Santa Mônica, Uberlândia - MG"," Apartamento com 3 Quartos para Aluguel, 104",  104,  3,  2,  2,,   R$ 2.500 /Mês 
"Chácaras Reunidas Canadá, Santa Isabel - SP"," Fazenda/Sítio/Chácara com 2 Quartos para Aluguel, 1500",  1500,  2,  --,  5,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Quintal', 'Ar-condicionado', '...']",   R$ 1.430 /Mês 
"Santa Mônica, Uberlândia - MG"," Apartamento com 2 Quartos para Aluguel, 60",  60,  2,  2,  1,,   R$ 1.100 /Mês 
"Rua Presidente Roosevelt, 416 - Centro, São Leopoldo - RS"," Ponto comercial/Loja/Box    para Aluguel, 52",  52,,  1,  --,,   R$ 1.700 /Mês 
"Avenida Moinho Fabrini, 339 - Independência, São Bernardo do Campo - SP"," Apartamento com 2 Quartos à Venda/Aluguel 81",  81,  2,  2,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Academia', '...']",   R$ 3.700 /Mês 
"Rua Sinfonia Popular - Jardim Santa Francisca Cabrini, São Paulo - SP"," Apartamento com  Quarto para Aluguel, 55",  55,  1,  1,  1,,   R$ 1.650 /Mês 
"Avenida Quinze de Novembro, 413 - Centro, Ferraz de Vasconcelos - SP"," Sala/Conjunto    para Aluguel, 54",  54,,  1,  --,,   R$ 1.500 /Mês 
"Rua Apinajés, 445 - Perdizes, São Paulo - SP"," Apartamento com 2 Quartos para Aluguel, 112",  112,  2,  3,  2,"['Elevador', 'Aceita animais', 'Ar-condicionado', 'Área de serviço', 'Portaria 24h', '...']",   R$ 5.500 /Mês 
"Gleba Fazenda Palhano, Londrina - PR"," Apartamento com 3 Quartos para Aluguel, 81",  81,  3,  2,  1,"['Churrasqueira', 'Salão de jogos', 'Salão de festas', 'Armário embutido']",   R$ 2.900 /Mês 
"Vila Diniz, São José do Rio Preto - SP"," Casa com 3 Quartos para Aluguel, 100",  100,  3,  1,  1,['Área de serviço'],   R$ 980 /Mês 
"Rua Vera Paranaguá de Souza Dantas, 342 - Jardim Arpoador Zona Oeste, São Paulo - SP"," Casa com  Quarto para Aluguel, 50",  50,  1,  1,  1,"['Entrada lateral', 'Ronda/Vigilância', 'Área de serviço', 'Piso frio', 'Aceita animais']",   R$ 1.300 /Mês 
"Rua Maria Otília - Vila Regente Feijó, São Paulo - SP"," Apartamento com  Quarto para Aluguel, 43",  43,  1,  1,  1,"['Piscina', 'Mobiliado', 'Elevador', 'Academia', 'Portaria 24h', '...']",   R$ 3.600 /Mês 
"Rua Ibia - Turiaçu, Rio de Janeiro - RJ"," Apartamento com 2 Quartos para Aluguel, 62",  62,  2,  2,  1,"['Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Varanda', '...']",   R$ 850 /Mês 
"Rua Fortaleza, 340 - Alto da Glória, Goiânia - GO"," Apartamento com 2 Quartos para Aluguel, 78",  78,  2,  3,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', '...']",   R$ 4.000 /Mês 
"Rua Pedro Freitas Alves, 0 - Jamil Seme Cury, Ribeirão Preto - SP"," Casa com 2 Quartos para Aluguel, 62",  62,  2,  1,  2,"['Cozinha', 'Perto de vias de acesso', 'Área de serviço']",   R$ 1.100 /Mês 
"Avenida Agenor Couto de Magalhães, 222 - Pirituba, São Paulo - SP"," Apartamento com 2 Quartos para Aluguel, 60",  60,  2,  1,  1,,   R$ 2.500 /Mês 
"Estrada para CATRE - Emaús, Parnamirim - RN"," Apartamento com 2 Quartos para Aluguel, 44",  44,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Academia', 'Garagem', '...']",   R$ 1.300 /Mês 
"Rua da Dica, 01 - Nossa Senhora de Aparecida, Manaus - AM"," Prédio/Edifício inteiro    para Aluguel, 400",  400,,  --,  --,,   R$ 7.000 /Mês 
"Rua Luís Correia de Melo, 250 - Vila Cruzeiro, São Paulo - SP"," Apartamento com  Quarto para Aluguel, 45",  45,  1,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', '...']",   R$ 3.600 /Mês 
